"Entry"	"Protein"	"Protein.names"	"Gene.names"	"Mito"	"GroupReg"	"PADPvalue"	"ModelPvalue"	"PADAdjPval"	"Genenames"	"Anno"	"AgingAnno"	"Gene"	"MitoDetails"	"non-PAD_MD1061_1.18"	"non-PAD_MD1098_1.23"	"non-PAD_MD1121_1.27"	"non-PAD_MD1145_1.22"	"non-PAD_MD1157 _1.33"	"non-PAD_MD1162 _1.14"	"non-PAD_MD1166_1.11"	"non-PAD_MD1176 _1.32"	"non-PAD_MD1178 _1.25"	"non-PAD_MD1181_1.07"	"non-PAD_MD1201 _1.16"	"non-PAD_MD1238 _1.31"	"non-PAD_MD1245_1.2"	"non-PAD_MD1252 _1.09"	"non-PAD_MD1335_1.09"	"non-PAD_MD1353 _1.22"	"non-PAD_MD1369_1.28"	"non-PAD_MD1371_1.12"	"non-PAD_MD1374_1.27"	"non-PAD_MD1427_1.27"	"non-PAD_MD1429_1.28"	"non-PAD_MD1441_1.28"	"non-PAD_MD1443_1.23"	"non-PAD_MD1458_1.22"	"non-PAD_MD1595_1.07"	"non-PAD_MD1607_1.28"	"non-PAD_MD1614_1.2"	"non-PAD_MD1644_1.17"	"PAD_C10181_0.4"	"PAD_C10328_0.6"	"PAD_L10184 _0.81"	"PAD_L11041 _0.54"	"PAD_L11917 _0.92"	"PAD_L15083_0.87"	"PAD_L15258_0.71"	"PAD_L15657_0.84"	"PAD_L15845_0.59"	"PAD_L16378_0.54"	"PAD_L16890_0.97"	"PAD_L17372_0.81"	"PAD_L18347 _0.47"	"PAD_M1608_0.72"	"PAD_M1623_0.88"	"PAD_MD1320 _0.51"	"PAD_P237981_0.75"	"PAD_P271390_0.76"	"PAD_P275131_0.42"	"PAD_P275191_0.76"	"PAD_P291480_0.55"	"PAD_P319287 _0.96"	"PAD_P546291_0.75"	"PAD_R34342_0.52"	"PAD_R47935_0.74"	"PAD_R70797_0.6"	"PAD_R75233_0.45"	"PAD_T10608_0.57"	"PAD_T11097_0.82"	"PAD_T14186_0.45"	"PAD_T16115_0.97"
"NDUFS3"	"O75489"	"NDUS3_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)"	"NDUFS3"	TRUE	0.146614885	0.008784591	0.005027998	0.249526094	"NDUFS3"	"Respiratory chain"	"Mitochondrion"	"NDUFS3"	"Complex I"	0.255515714	-0.022762387	-0.079203999	-0.267600844	-0.604881342	-0.022013619	0.143703515	0.181035481	0.235294366	0.146856186	0.231696066	-0.131955025	-0.162172538	-0.055653057	-0.43480257	-0.371559891	-0.211026103	0.175536243	-0.158033394	0.50986079	-0.004187238	0.164694177	-0.20316955	-0.183476063	-0.022098028	-0.073984108	0.126072087	-0.169589298	0.139605701	0.036165692	0.249920886	-0.281935469	0.120258015	-0.067962379	0.054000088	0.203401484	-0.005383531	0.072074638	0.159225406	-0.011528003	-0.087751961	0.021797716	0.264094228	-0.070476907	0.084300312	-0.264547434	-0.061556708	0.069277729	0.01311869	0.195497722	-0.031587445	-0.061965344	0.076371763	0.05890384	0.285579647	0.036468509	0.248824567	-0.499245548	-0.197558226
"NDUFS4"	"O43181"	"NDUS4_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial (Complex I-18 kDa) (CI-18 kDa) (Complex I-AQDQ) (CI-AQDQ) (NADH-ubiquinone oxidoreductase 18 kDa subunit)"	"NDUFS4"	TRUE	0.13403605	0.020789586	0.0414194	0.304963895	"NDUFS4"	"Respiratory chain"	"Mitochondrion"	"NDUFS4"	"Complex I"	0.226200481	0.0166182	-0.084025378	-0.204214567	-0.637044146	0.028297951	0.205086773	0.251458257	0.207939191	0.008762737	0.223784031	-0.079892371	-0.130080691	-0.041300318	-0.420819	-0.360213146	-0.086619342	0.227342841	-0.072444276	0.383164995	-0.006754421	0.030292064	-0.207156651	-0.11597212	-0.15176261	-0.110639158	0.029635754	-0.234217447	0.15709896	-0.022128635	0.431882096	-0.207507429	0.161385513	-0.251114084	0.015347729	0.314407593	-0.004527003	0.026735329	0.131072071	-0.006645499	-0.198341239	0.048122705	0.243682018	0.018986607	0.057902476	-0.250306007	-0.123966992	0.061951504	0.010524679	0.161047906	0.044233422	0.130479271	0.033102053	0.002151375	0.32054081	0.006956631	0.246761941	-0.450212897	-0.158730607
"NDUFS5"	"O43920"	"NDUS5_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit)"	"NDUFS5"	TRUE	0.153945645	0.016203741	0.011311966	0.287167439	"NDUFS5"	"Respiratory chain"	"Mitochondrion"	"NDUFS5"	"Complex I"	0.2208022	0.0262936	-0.30951931	-0.1563207	-0.47421195	-0.0375635	0.23045564	0.15817471	0.27745887	0.43666902	0.36375625	-0.20093691	-0.11830266	-0.03848735	-0.49696652	-0.36890547	-0.34885075	0.16083513	-0.18368928	0.31918329	-0.05095925	0.2460187	-0.16115468	-0.14564626	-0.1084993	-0.05557156	-0.03005775	-0.2352999	0.20620269	0.01256872	0.41205116	-0.28670716	0.1145847	-0.21695017	0.10553145	0.16139641	0.0884713	0.2220217	0.16785623	0.02330209	-0.16891473	-0.19574721	0.18263105	0.04042668	0.05990232	-0.2104333	-0.15100557	0.06564991	-0.02378853	0.30154685	-0.05323683	-0.21164999	0.05333805	0.02760672	0.37741375	0.11717193	0.28813718	-0.60885254	-0.04686053
"NDUFS6"	"O75380"	"NDUS6_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)"	"NDUFS6"	TRUE	0.161201084	0.00559722	0.026909909	0.235483292	"NDUFS6"	"Respiratory chain"	"Mitochondrion"	"NDUFS6"	"Complex I"	0.186149533	0.008662587	-0.097926041	-0.170066857	-0.766280482	-0.000917939	0.1323235	0.195602566	0.091514843	0.22941229	0.208069987	-0.091860441	-0.185558721	-0.064869594	-0.31812806	-0.455537691	-0.296331829	0.131471617	-0.13575182	0.337111309	-0.065314921	0.02801455	-0.206906661	-0.111588147	-0.057898967	-0.123015054	0.015855822	-0.124628566	-0.001597186	0.019010745	0.347649725	-0.22354759	0.142815545	-0.179966887	0.075190418	0.257311729	0.001597186	0.113164213	0.163684791	0.016718864	-0.147443361	0.07957004	0.138622472	-0.016174966	0.010621598	-0.26530953	-0.197863852	0.027925314	0.024802056	0.241484963	-0.013171852	0.50088613	0.025344248	0.014826263	0.034918655	0.124935927	0.276600155	-0.264283266	-0.139565191
"NDUFS7"	"O75251"	"NDUS7_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)"	"NDUFS7"	TRUE	0.061244289	0.045801767	0.052111133	0.397871394	"NDUFS7"	"Respiratory chain"	"Mitochondrion"	"NDUFS7"	"Complex I"	0.030578809	-0.061313698	-0.085566174	-0.080601275	-0.165127634	-0.006194705	0.3119428	-0.011240668	0.143640119	0.023418001	0.159892092	0.010518922	-0.125857785	-0.08812947	-0.086545352	-0.255816103	-0.06717247	0.07611983	-0.03026192	0.41824102	0.017463347	0.104987337	-0.123857945	-0.038815027	-0.01505688	-0.096029524	0.005177761	-0.057565476	0.01194008	0.198842264	0.157696183	-0.195151616	0.026017838	-0.03146494	0.060878	0.085423045	-0.02420092	0.055175253	0.073665248	0.091672908	-0.027126383	0.049220793	0.1667284	-0.030102078	0.02788588	-0.055452033	-0.070786956	-0.011988502	-0.02607191	0.047774762	-0.007863729	-0.008202611	0.043129074	0.00582275	-0.010387432	0.043046291	0.067435654	-0.035345632	-0.033728331
"NDUFS8"	"O00217"	"NDUS8_HUMAN"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)"	"NDUFS8"	TRUE	0.104134815	0.04268107	0.172016526	0.386852146	"NDUFS8"	"Respiratory chain"	"Mitochondrion"	"NDUFS8"	"Complex I"	0.215168834	0.001267055	-0.065728642	-0.158260922	-0.280119669	0.036413783	0.110044742	0.083728686	0.163342773	0.015426355	0.281261166	-0.007616011	-0.05023295	-0.057906158	0.004916618	-0.326562459	-0.2903879	0.023665713	-0.164578051	0.362375056	-0.052153445	-0.002503371	-0.175441598	-0.151357298	-0.031175833	-0.037522512	-0.040333498	-0.050688427	-0.018218278	0.020033755	0.347501495	-0.271698095	0.220251197	-0.078510251	0.070431552	0.339561533	0.031175833	0.027137364	0.159744276	0.144052864	-0.150429717	-0.005781917	0.101863813	-0.041854431	0.054679223	-0.104724668	-0.212678753	-0.009697731	-0.048634624	0.297829678	0.0152323	0.091698038	0.127967371	0.068113192	0.37073819	0.044652296	0.309567926	-0.527745092	-0.093904443
"NDUFV1"	"P49821"	"NDUV1_HUMAN"	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 7.1.1.2) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)"	"NDUFV1 UQOR1"	TRUE	0.123782984	0.019209712	0.016637732	0.300100871	"NDUFV1 UQOR1"	"Respiratory chain"	"Mitochondrion"	"NDUFV1"	"Complex I"	0.226450446	-0.025542675	-0.100101489	-0.078314918	-0.416499413	0.038970522	0.238745805	0.123746528	0.252750399	0.10836232	0.248731998	-0.247662642	-0.190840863	-0.0303227	-0.212193552	-0.291503973	-0.280229469	0.140968107	-0.165070395	0.421301039	-0.019237152	0.098797541	-0.221530564	-0.155733926	-0.048456996	-0.120032905	-0.001923995	-0.244020192	0.094184472	0.019237152	0.338836609	-0.261059363	0.127474366	-0.121933952	0.061049782	0.21590235	0.037428123	0.019851461	0.129579678	0.03909217	-0.105620858	0.020609486	0.254181979	-0.006796567	0.035813258	-0.14264133	-0.130804372	0.050855701	-0.000946702	0.234684226	0.012923656	-0.292774436	0.123698968	-0.009489025	0.300271613	0.037485781	0.247310011	-0.496129738	-0.183291714
"NDUFV2"	"P19404"	"NDUV2_HUMAN"	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 7.1.1.2) (NADH-ubiquinone oxidoreductase 24 kDa subunit)"	"NDUFV2"	TRUE	0.063996598	0.100302515	0.201428024	0.50863474	"NDUFV2"	"Respiratory chain"	"Mitochondrion"	"NDUFV2"	"Complex I"	0.204295214	0.002913334	-0.013865702	0.089646581	-0.279844752	0.058480121	0.149281389	0.056783559	0.208822376	0.04952992	0.241947141	-0.114702563	-0.065979324	-0.019585713	0.008235615	-0.335845666	-0.208892979	0.009737774	-0.118064321	0.350315537	-0.021867792	-0.041551871	-0.200627441	0.012778516	-0.040790682	-0.12781131	-0.000528695	-0.198155241	0.060312636	0.031099897	0.05628746	-0.148049951	0.152469677	-0.074478998	0.07442134	0.133349074	0.031748288	0.010745664	0.048241982	-0.022828454	-0.061327622	-0.026276538	0.181072938	-0.012822384	0.067964626	-0.085283709	-0.052583548	0.045375329	0.05541213	0.108140878	-0.017258605	-0.102169515	0.025446076	-0.011866696	0.253641755	0.041970987	0.168487059	-0.35036598	-0.108827131
"NDUFV3"	"P56181"	"NDUV3_HUMAN"	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)"	"NDUFV3"	TRUE	0.11690245	0.083377173	0.381861149	0.478472997	"NDUFV3"	"Respiratory chain"	"Mitochondrion"	"NDUFV3"	"Complex I"	NA	NA	-0.01652521	0.1168937	-0.3538565	0.1106783	0.1305706	NA	NA	-0.4223429	0.009407453	NA	-0.01184573	-0.207943	-0.213303	NA	-0.4201756	-0.1390486	-0.1120595	NA	NA	0.2338506	NA	0.01844666	-0.002319101	-0.05104327	0.02860238	NA	-0.2885838	NA	0.1140727	NA	0.08949727	-0.01718555	-0.02175571	0.1043459	0.3048306	0.0865054	-0.007408502	NA	NA	0.173085	0.009222905	-0.2161044	0.2249581	-0.1861294	-0.1061736	NA	NA	0.3687803	0.008040221	0.2561128	NA	0.07805031	NA	0.1683211	NA	NA	-0.1716565
"MT-ND1"	"P03886"	"NU1M_HUMAN"	"NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)"	"MT-ND1 MTND1 NADH1 ND1"	TRUE	0.188650723	0.083159691	0.051180243	0.478092621	"MT-ND1 MTND1 NADH1 ND1"	"Respiratory chain"	"Mitochondrion"	"MT-ND1"	"Complex I"	0.256159231	0.178612819	0.06613532	-0.884357122	-0.8276076	-0.360944871	0.4079678	0.417896331	0.372067119	0.01675534	0.3707625	-0.319079569	-0.002815139	0.05597823	-1.129571	-0.181905735	-0.1347404	0.020847591	-0.07835769	0.000806301	-0.021458678	0.5035548	-0.273864217	-0.662986896	-0.2193736	0.083624564	0.3259636	-0.381054357	0.2802228	-0.247504792	0.734709173	-0.05201809	-0.02103258	-0.08752702	0.2975157	0.08406541	-0.07675793	0.2437571	0.099522627	-0.128240206	-0.197479774	0.3272212	0.6482618	0.135112293	0.04382705	-0.661761	-0.611718519	0.128240206	0.16496787	0.189232	-0.0745769	-0.4538437	0.005972031	0.148999794	0.266628841	-0.342655	0.483993035	-0.920030467	-0.5334143
"MT-ND4"	"P03905"	"NU4M_HUMAN"	"NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)"	"MT-ND4 MTND4 NADH4 ND4"	TRUE	0.065588905	0.084301895	0.104672364	0.480171028	"MT-ND4 MTND4 NADH4 ND4"	"Respiratory chain"	"Mitochondrion"	"MT-ND4"	"Complex I"	-0.006112188	NA	-0.01924271	-0.118865	-0.225177	0.00527419	0.07379018	NA	0.06603801	0.06107232	-0.04712927	0.0479003	-0.02410014	0.1028523	-0.1347936	NA	0.03926109	-0.1304229	0.01924271	NA	NA	0.2715264	-0.1598856	-0.01125195	-0.0394633	-0.09278313	0.1032995	-0.0296653	0.3097852	NA	0.3056329	NA	-0.01028034	-0.2166364	0.0394633	0.00848712	-0.1450749	0.117627	0.07760036	0.0805441	NA	0.1147732	0.3126068	-0.06795981	-0.07379018	-0.1149305	0.01320553	-0.06491666	0.1527204	0.1066518	-0.04350444	-0.03926109	NA	0.08345685	-0.00204234	0.06477024	NA	-0.08967682	-0.1405533
"MT-ND5"	"P03915"	"NU5M_HUMAN"	"NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)"	"MT-ND5 MTND5 NADH5 ND5"	TRUE	0.07056989	0.25084766	0.006799369	0.686440152	"MT-ND5 MTND5 NADH5 ND5"	"Respiratory chain"	"Mitochondrion"	"MT-ND5"	"Complex I"	0.110310168	0.204489148	-0.05276983	-0.239092901	-0.2461975	-0.021519077	0.1717476	0.272634331	0.311075787	0.1811239	0.1139325	-0.23430916	-0.01398758	0.206842	-0.3177402	-0.337833381	0.08577396	0.194691831	0.05780712	0.07163545	-0.030437319	0.8498159	-0.058696082	-0.064701539	-0.2341592	-0.021887539	0.1453128	-0.295265007	0.4137082	-0.166079419	0.395653718	-0.279821527	0.05119903	-0.2428885	0.1848287	-0.02770674	-0.151863	0.225615	0.180194236	0.058696082	-0.197539089	0.4579347	0.2115009	-0.168585934	-0.09683066	-0.2454417	-0.027468893	0.100020129	0.008519179	-0.01800946	0.05817201	-0.01797663	0.046175047	0.041953898	0.217499511	-0.1203929	0.352660809	-0.42084645	-0.2521088
"NUBPL"	"Q8TB37"	"NUBPL_HUMAN"	"Iron-sulfur protein NUBPL (IND1 homolog) (Nucleotide-binding protein-like) (huInd1)"	"NUBPL C14orf127"	TRUE	0.051574942	0.306592408	0.012566965	0.732466775	"NUBPL C14orf127"	"Respiratory chain"	"Mitochondrion"	"NUBPL"	"Assembly Complex"	0.4887432	0.224651187	-0.3576421	-0.008975805	-0.1437242	-0.007775564	-0.02884719	-0.024598861	0.4097725	0.07557767	0.1768191	-0.2560258	0.03292519	0.2393906	-0.04056109	-0.195327124	0.01853885	0.3715305	0.01998775	0.492545088	-0.113740403	0.07501829	-0.03602676	-0.1929479	-0.1691104	0.2393611	0.01599536	-0.1929381	0.008374452	0.003745076	0.102019	-0.115248387	0.06095751	-0.2433284	-0.1978788	0.1614943	0.009988597	-0.03206572	-0.01178608	-0.01565434	-0.064756095	-0.01771079	-0.1202267	-0.09827273	0.1970885	0.001689387	-0.02996288	0.07624492	-0.06368998	0.461123	0.05813766	0.1229803	0.057364088	-0.04869948	0.3418401	-0.1329608	0.254212816	-0.2539561	0.03329849
"UQCRC1"	"P31930"	"QCR1_HUMAN"	"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)"	"UQCRC1"	TRUE	0.097511455	0.015704873	0.003821547	0.282956175	"UQCRC1"	"Respiratory chain"	"Mitochondrion"	"UQCRC1"	"Complex III"	0.168315577	0.04555426	0.008198069	-0.098005897	-0.294135162	-0.02247583	0.084485534	0.071837799	0.277151273	0.083120876	0.140588041	-0.120162254	-0.128005118	-0.001335376	-0.159661054	-0.294545708	-0.054453165	0.081332022	-0.062698956	0.59706369	-0.03530536	0.0300285	-0.180013119	-0.089694822	-0.081060696	-0.018040289	-0.01382455	-0.183171891	0.153893356	-0.008807123	0.227776505	-0.183156064	0.118763998	-0.163912193	0.029304973	0.106441508	-0.004708168	0.081395831	0.185811038	0.001057685	-0.102861352	0.020734214	0.229650898	-0.032956299	0.062879224	-0.036919696	-0.038909391	0.065489337	0.008957738	0.091707235	0.003769048	-0.037335966	0.044146278	-0.003619058	0.254697392	-0.025972189	0.162084121	-0.307662282	-0.109580527
"UQCRC2"	"P22695"	"QCR2_HUMAN"	"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)"	"UQCRC2"	TRUE	0.119212631	0.005257024	0.002706902	0.23386444	"UQCRC2"	"Respiratory chain"	"Mitochondrion"	"UQCRC2"	"Complex III"	0.08740291	0.020440452	-0.035946844	-0.137805664	-0.408504066	-0.0163169	0.085951217	0.023138899	0.234254487	0.082696683	0.253474329	-0.057393144	-0.155318658	-0.035309678	-0.261828736	-0.219632371	-0.039618698	0.122064642	-0.11508735	0.604793006	-0.01334966	0.055738569	-0.172119146	-0.164672436	-0.099697145	-0.018043671	-0.023998903	-0.13287778	0.109464071	-0.000327561	0.3079215	-0.198908462	0.104277566	-0.14636644	0.018511308	0.146009705	0.03151088	0.109605994	0.25851461	0.036316483	-0.06847103	0.008252548	0.235886858	-0.03498735	0.09365649	-0.015085487	-0.06955302	0.044536349	-0.017851935	0.180658716	0.014736349	-0.054650882	0.061420815	-0.035193118	0.208228946	-0.012735297	0.085515008	-0.24618653	-0.100912706
"UQCRH"	"P07919"	"QCR6_HUMAN"	"Cytochrome b-c1 complex subunit 6, mitochondrial (Complex III subunit 6) (Complex III subunit VIII) (Cytochrome c1 non-heme 11 kDa protein) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 11 kDa protein)"	"UQCRH"	TRUE	-0.008651714	0.859077038	0.696228125	0.96668582	"UQCRH"	"Respiratory chain"	"Mitochondrion"	"UQCRH"	"Complex III"	0.068952729	0.471511077	-0.0173675	0.10602087	-0.1648457	0.057815656	0.4253645	-0.106508941	0.037171402	-0.06207199	0.1042353	-0.054896908	-0.1030549	0.1242654	0.07610168	-0.142130753	-0.1403836	-0.112587052	-0.03337091	0.334209495	-0.144136305	0.03048753	-0.045833038	-0.057378438	0.007161408	-0.082287082	0.02200956	-0.066885865	0.1409104	0.042588249	0.048837918	-0.115760286	0.007524954	-0.1136427	-0.1241948	0.2475599	-0.2199852	0.02987589	0.046752084	0.028915877	-0.070547286	0.004764909	0.3573338	-0.156842894	0.140713	-0.04271433	-0.025833789	0.009773808	-0.044683192	0.06276047	0.02533881	-0.6549296	0.161469762	0.058022159	0.121568241	-0.08955132	0.061545697	-0.101168971	-0.156269
"UQCRB"	"P14927"	"QCR7_HUMAN"	"Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (QP-C) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)"	"UQCRB UQBP"	TRUE	0.219481023	0.000648876	0.000978109	0.204614762	"UQCRB UQBP"	"Respiratory chain"	"Mitochondrion"	"UQCRB"	"Complex III"	0.196142175	0.055337403	0.015444836	-0.570424941	-0.623738931	-0.233463077	0.099729669	0.031577215	0.355031993	0.119403666	0.208191872	-0.184982289	-0.128887033	-0.011087159	-0.282354746	-0.332990531	-0.17663218	0.191873148	-0.109464649	0.751052629	-0.057124848	-0.031527829	-0.225484673	-0.356381461	-0.091577553	0.040531362	0.017005848	-0.175905909	0.100688568	0.046378538	0.543512676	-0.184622982	0.139646515	-0.196526123	0.038639302	0.189341593	-0.000110635	0.163276414	0.378857882	-0.023978343	-0.102911719	0.020401814	0.361744135	0.015192878	0.089755519	-0.054387161	-0.144587503	0.033067359	0.023369299	0.246924081	-0.011730128	0.094350328	0.084862804	-0.030469978	0.436274026	-0.062479876	0.215618899	-0.35783379	-0.152096522
"UQCRQ"	"O14949"	"QCR8_HUMAN"	"Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C)"	"UQCRQ"	TRUE	0.136898338	0.012065232	0.060613709	0.265334635	"UQCRQ"	"Respiratory chain"	"Mitochondrion"	"UQCRQ"	"Complex III"	0.157378594	0.001438827	-0.008078219	-0.000501551	-0.308177202	0.064428023	-0.01494988	-0.005861015	0.287231704	0.188398604	0.203465074	-0.119269728	-0.052678486	-0.1856922	-0.250651337	-0.210973503	-0.190462	0.014549206	-0.202825755	0.643575832	-0.02394626	-0.207122622	-0.223405477	-0.184113391	0.01124416	-0.025319293	-0.223413022	-0.120639722	0.06440132	0.096660906	0.254699879	-0.152655637	0.150460806	-0.04253218	-0.05986439	0.221237005	0.07981412	0.006937861	0.248580456	0.106504225	-0.112672148	-0.049250169	0.154812842	-0.071278241	0.1617488	0.00065321	-0.105700981	0.124072746	-0.106718269	0.218906818	-0.019193924	0.4650256	0.093211766	-0.017511565	0.346633257	0.015780752	0.076510921	-0.500484845	-0.050048424
"UQCR10"	"Q9UDW1"	"QCR9_HUMAN"	"Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein)"	"UQCR10 UCRC HSPC119"	TRUE	0.17849095	0.05382327	0.019415408	0.421093865	"UQCR10 UCRC HSPC119"	"Respiratory chain"	"Mitochondrion"	"UQCR10"	"Complex III"	-0.1116104	0.3412355	-0.2587843	-0.7074407	-0.4438646	0.1170598	0.4537346	0.2057513	0.5248564	0.3703714	0.03608285	-0.2934267	-0.2333359	0.1683544	-0.2182008	-1.005613	-0.02293391	0.8666795	0.2328982	0.4531765	-0.06605553	-0.01675664	-0.3853106	-0.5732788	-0.09383557	-0.1004392	-0.1715697	-0.06795464	0.4566579	-0.07941525	0.6643168	-0.4767533	0.1700649	-0.2514819	-0.004044076	0.1297543	0.02006196	-0.03680135	0.5530135	0.1013541	-0.1987029	0.2386093	0.02653866	0.06630666	-0.08268182	0.03680135	-0.4797113	0.2976565	0.1144002	-0.1671442	0.1874879	-0.2951237	0.06605553	-0.2022513	0.1019807	-0.1225802	0.1796857	-0.5278105	0.1156116
"SCO1"	"O75880"	"SCO1_HUMAN"	"Protein SCO1 homolog, mitochondrial"	"SCO1 SCOD1"	TRUE	0.070385339	0.062268621	0.092871593	0.437904794	"SCO1 SCOD1"	"Respiratory chain"	"Proteostasis"	"SCO1"	"Assembly Complex"	-0.007208066	-0.1132179	0.01994818	-0.029540234	-0.1944152	-0.145354049	0.1100418	-0.05549275	-0.007370424	0.06135525	0.01911904	0.039308154	-0.2030456	-0.01000741	-0.04659185	0.03061442	-0.0974798	0.079673059	-0.01389758	0.5068	0.002684727	0.2040612	-0.013849492	0.114941555	-0.09238179	0.019476784	0.06510522	-0.012835403	-0.2257703	0.1355825	0.218373674	-0.1201395	0.08023131	0.02207581	-0.0857522	0.1008135	0.1806838	0.05959217	0.149680121	0.023711655	-0.04140895	0.07772007	0.2853176	-0.118997882	0.1204683	-0.01674374	-0.040040221	0.013234342	0.07615411	0.02466668	-0.1304336	0.3682291	0.2564695	-0.155564291	-0.017124101	-0.04709111	0.02171182	-0.029728572	0.009122519
"SCO2"	"O43819"	"SCO2_HUMAN"	"Protein SCO2 homolog, mitochondrial"	"SCO2"	TRUE	0.121916724	0.043627276	0.110923364	0.390238892	"SCO2"	"Respiratory chain"	"Proteostasis"	"SCO2"	"Assembly Complex"	NA	-0.0038239	0.03486003	-0.1121519	-0.2996225	-0.1221853	0.2675885	0.1964551	NA	0.1693857	0.2377662	NA	-0.2645221	-0.04927594	-0.05401751	-0.1451483	-0.05571119	-0.1262705	-0.3317342	0.3520333	-0.2695255	-0.132362	NA	0.1050969	-0.4138838	0.009954965	-0.04357204	NA	0.006758579	0.04710676	0.06918756	-0.4005517	0.2282585	-0.02535896	0.2750285	0.06426116	-0.01821018	0.3328463	0.2253557	NA	0.03020892	-0.06146884	0.1836353	-0.01185283	0.01415623	0.009730797	-0.1336925	NA	NA	0.04171331	-0.01150359	0.5325888	0.06054896	0.2056687	NA	0.000442604	-0.03449071	NA	-0.006977119
"SDHA"	"P31040"	"SDHA_HUMAN"	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)"	"SDHA SDH2 SDHF"	TRUE	0.107140073	0.001953145	0.010850612	0.204614762	"SDHA SDH2 SDHF"	"Respiratory chain"	"Genomic Instability"	"SDHA"	"Complex II"	0.022830126	-0.02298351	-0.062453206	-0.020412975	-0.356001185	0.010633417	0.052634502	0.037715818	0.049501276	0.052475598	0.213682988	-0.024183569	-0.172772315	-0.03423288	-0.12160086	-0.216209981	-0.140307322	0.028258301	-0.183501215	0.42232974	-0.021265768	0.008758655	-0.126453512	-0.107832842	-0.004748983	-0.044332113	0.000194423	-0.030533171	0.047533412	0.031228922	0.230697932	-0.12444694	0.150644851	-0.167982896	0.02937629	0.226110153	0.029072427	0.00946073	0.1180747	0.068041249	-0.037393871	-0.004177932	0.127665795	-0.028473928	0.033192796	0.005342711	-0.034901896	0.007569816	-0.075637869	0.099668482	0.023118475	0.224636809	0.055793055	-0.009484804	0.209298214	0.024709897	0.086019335	-0.069262292	-0.122016925
